Sample_No,Date,Sample_Point,Town,Measure,Result,Units
676405,2070-11-05,ME_16234,Merton,Turbidity,0.2,NTU
641765,2070-11-05,TA_18826,Tarnstead,Turbidity,0.1,NTU
654571,2070-11-05,TA_18826,Tarnstead,Chlorine Total,0.38,mg/L
694009,2070-11-05,TA_18826,Tarnstead,E. coli,0,Orgs/100mL
610116,2070-11-05,SO_17522,Southwold,E. coli,0,Orgs/100mL
640371,2070-11-05,SO_17522,Southwold,Chlorine Total,0.67,mg/L
623961,2070-11-05,SO_17522,Southwold,Turbidity,0.2,NTU
633774,2070-11-05,SW_10733,Swadlincote,Turbidity,0.2,NTU
619119,2070-11-05,SW_10733,Swadlincote,Chlorine Total,0.77,mg/L
636170,2070-11-05,SW_10733,Swadlincote,E. coli,0,Orgs/100mL
643236,2070-11-05,SW_10733,Swadlincote,THM,0.11,mg/L
646897,2070-11-05,SN_15191,Snake's Canyon,Chlorine Total,0.09,mg/L
634456,2070-11-05,SN_15191,Snake's Canyon,Turbidity,0.2,NTU
621035,2070-11-05,SN_15191,Snake's Canyon,E. coli,0,Orgs/100mL
605880,2070-11-05,SN_15191,Snake's Canyon,THM,0.1,mg/L
648929,2070-11-05,WA_11283,Wakefield,Turbidity,0.1,NTU
655865,2070-11-05,WA_11283,Wakefield,Chlorine Total,1.46,mg/L
633462,2070-11-05,WA_11283,Wakefield,E. coli,0,Orgs/100mL
614286,2070-11-07,BL_12796,Blancathey,Chlorine Total,0.59,mg/L
627649,2070-11-07,BL_12796,Blancathey,Turbidity,0.1,NTU
691327,2070-11-07,BL_12796,Blancathey,E. coli,0,Orgs/100mL
623719,2070-11-12,SO_16361,Southwold,Turbidity,0.2,NTU
629465,2070-11-12,SO_16361,Southwold,Chlorine Total,0.97,mg/L
671914,2070-11-12,SO_16361,Southwold,E. coli,0,Orgs/100mL
648774,2070-11-12,SN_16059,Snake's Canyon,E. coli,0,Orgs/100mL
662152,2070-11-12,SN_16059,Snake's Canyon,Chlorine Total,0.18,mg/L
634446,2070-11-12,SN_16059,Snake's Canyon,Turbidity,0.1,NTU
689943,2070-11-12,WA_11471,Wakefield,E. coli,0,Orgs/100mL
669490,2070-11-12,WA_11471,Wakefield,Chlorine Total,1.03,mg/L
671370,2070-11-12,WA_11471,Wakefield,Turbidity,0.1,NTU
612365,2070-11-12,ME_15385,Merton,THM,0.1,mg/L
608101,2070-11-12,ME_15385,Merton,Turbidity,0.3,NTU
685223,2070-11-12,ME_15385,Merton,Chlorine Total,0.96,mg/L
645425,2070-11-12,ME_15385,Merton,E. coli,0,Orgs/100mL
630156,2070-11-12,WA_11512,Wakefield,Chlorine Total,1.56,mg/L
675667,2070-11-12,WA_11512,Wakefield,E. coli,0,Orgs/100mL
692600,2070-11-12,SW_15551,Swadlincote,Turbidity,0.1,NTU
634464,2070-11-12,SW_15551,Swadlincote,E. coli,0,Orgs/100mL
693353,2070-11-12,SW_15551,Swadlincote,Chlorine Total,0.75,mg/L
646426,2070-11-12,TA_16957,Tarnstead,Turbidity,0.2,NTU
671557,2070-11-12,TA_16957,Tarnstead,E. coli,0,Orgs/100mL
624092,2070-11-12,TA_16957,Tarnstead,Chlorine Total,0.21,mg/L
622274,2070-11-12,TA_16957,Tarnstead,THM,0.098,mg/L
604696,2070-11-14,BL_10984,Blancathey,THM,0.069,mg/L
693631,2070-11-14,BL_10984,Blancathey,Turbidity,0.3,NTU
681574,2070-11-14,BL_10984,Blancathey,Chlorine Total,1.44,mg/L
603224,2070-11-14,BL_10984,Blancathey,E. coli,0,Orgs/100mL
686801,2070-11-19,SO_18289,Southwold,Chlorine Total,0.66,mg/L
656922,2070-11-19,SO_18289,Southwold,THM,0.082,mg/L
604842,2070-11-19,SO_18289,Southwold,Turbidity,0.3,NTU
620403,2070-11-19,SO_18289,Southwold,E. coli,0,Orgs/100mL
635139,2070-11-19,WA_12344,Wakefield,E. coli,0,Orgs/100mL
641366,2070-11-19,WA_12344,Wakefield,Turbidity,0.05,NTU
667039,2070-11-19,WA_12344,Wakefield,Chlorine Total,1.59,mg/L
615237,2070-11-19,ME_14915,Merton,Chlorine Total,0.68,mg/L
641591,2070-11-19,ME_14915,Merton,E. coli,0,Orgs/100mL
641327,2070-11-19,ME_14915,Merton,Turbidity,0.3,NTU
608434,2070-11-19,SN_12633,Snake's Canyon,Chlorine Total,0.4,mg/L
664593,2070-11-19,SN_12633,Snake's Canyon,E. coli,0,Orgs/100mL
656662,2070-11-19,SN_12633,Snake's Canyon,Turbidity,0.2,NTU
637702,2070-11-19,TA_19639,Tarnstead,E. coli,0,Orgs/100mL
643055,2070-11-19,TA_19639,Tarnstead,Chlorine Total,0.82,mg/L
631679,2070-11-19,TA_19639,Tarnstead,Turbidity,0.2,NTU
674871,2070-11-19,SW_17048,Swadlincote,Chlorine Total,0.65,mg/L
663402,2070-11-19,SW_17048,Swadlincote,Turbidity,0.2,NTU
639986,2070-11-19,SW_17048,Swadlincote,E. coli,0,Orgs/100mL
666225,2070-11-21,BL_10027,Blancathey,Turbidity,0.1,NTU
606588,2070-11-21,BL_10027,Blancathey,E. coli,0,Orgs/100mL
688249,2070-11-21,BL_10027,Blancathey,Chlorine Total,1.43,mg/L
674656,2070-11-26,WA_16411,Wakefield,Chlorine Total,1.37,mg/L
623080,2070-11-26,WA_16411,Wakefield,E. coli,0,Orgs/100mL
645166,2070-11-26,WA_16411,Wakefield,THM,0.062,mg/L
654715,2070-11-26,WA_16411,Wakefield,Turbidity,0.2,NTU
617952,2070-11-26,ME_19428,Merton,Chlorine Total,1.76,mg/L
624152,2070-11-26,ME_19428,Merton,E. coli,0,Orgs/100mL
642811,2070-11-26,ME_19428,Merton,Turbidity,0.1,NTU
676772,2070-11-26,SN_10238,Snake's Canyon,Turbidity,0.1,NTU
692047,2070-11-26,SN_10238,Snake's Canyon,E. coli,0,Orgs/100mL
698319,2070-11-26,SN_10238,Snake's Canyon,Chlorine Total,0.41,mg/L
644896,2070-11-26,SO_13252,Southwold,Chlorine Total,0.69,mg/L
636184,2070-11-26,SO_13252,Southwold,Turbidity,0.1,NTU
628767,2070-11-26,SO_13252,Southwold,E. coli,0,Orgs/100mL
644469,2070-11-26,TA_18683,Tarnstead,E. coli,0,Orgs/100mL
680861,2070-11-26,TA_18683,Tarnstead,Chlorine Total,0.42,mg/L
635952,2070-11-26,TA_18683,Tarnstead,Turbidity,0.3,NTU
676675,2070-11-26,SW_14121,Swadlincote,Chlorine Total,0.74,mg/L
689873,2070-11-26,SW_14121,Swadlincote,E. coli,0,Orgs/100mL
622751,2070-11-26,SW_14121,Swadlincote,Turbidity,0.2,NTU
671929,2070-11-28,BL_15407,Blancathey,E. coli,0,Orgs/100mL
620334,2070-11-28,BL_15407,Blancathey,Chlorine Total,1.34,mg/L
643686,2070-11-28,BL_15407,Blancathey,Turbidity,0.1,NTU
618759,2070-12-03,TA_16763,Tarnstead,Chlorine Total,0.51,mg/L
684232,2070-12-03,TA_16763,Tarnstead,E. coli,0,Orgs/100mL
602629,2070-12-03,TA_16763,Tarnstead,Turbidity,0.1,NTU
699926,2070-12-03,SO_12411,Southwold,Turbidity,0.1,NTU
623952,2070-12-03,SO_12411,Southwold,Chlorine Total,0.95,mg/L
657871,2070-12-03,SO_12411,Southwold,E. coli,0,Orgs/100mL
689702,2070-12-03,ME_12236,Merton,Turbidity,0.2,NTU
648914,2070-12-03,ME_12236,Merton,E. coli,0,Orgs/100mL
676418,2070-12-03,ME_12236,Merton,Chlorine Total,0.61,mg/L
613616,2070-12-03,SW_17608,Swadlincote,THM,0.1,mg/L
623500,2070-12-03,SW_17608,Swadlincote,Turbidity,0.2,NTU
691583,2070-12-03,SW_17608,Swadlincote,E. coli,0,Orgs/100mL
652220,2070-12-03,SW_17608,Swadlincote,Chlorine Total,0.56,mg/L
654677,2070-12-03,SN_19642,Snake's Canyon,Turbidity,0.1,NTU
667468,2070-12-03,SN_19642,Snake's Canyon,Chlorine Total,0.72,mg/L
683039,2070-12-03,SN_19642,Snake's Canyon,E. coli,0,Orgs/100mL
664768,2070-12-03,WA_13998,Wakefield,E. coli,0,Orgs/100mL
619082,2070-12-03,WA_13998,Wakefield,Chlorine Total,0.97,mg/L
674169,2070-12-03,WA_13998,Wakefield,Turbidity,0.1,NTU
628960,2070-12-05,BL_10901,Blancathey,Turbidity,0.1,NTU
632959,2070-12-05,BL_10901,Blancathey,E. coli,0,Orgs/100mL
633562,2070-12-05,BL_10901,Blancathey,Chlorine Total,1.38,mg/L
672190,2070-12-10,ME_16234,Merton,THM,0.7145,mg/L
621957,2070-12-10,ME_16234,Merton,E. coli,0,Orgs/100mL
664911,2070-12-10,ME_16234,Merton,Turbidity,0.1,NTU
626122,2070-12-10,ME_16234,Merton,Chlorine Total,0.025,mg/L
619729,2070-12-10,SO_13001,Southwold,Chlorine Total,0.71,mg/L
671800,2070-12-10,SO_13001,Southwold,E. coli,0,Orgs/100mL
697064,2070-12-10,SO_13001,Southwold,Turbidity,0.1,NTU
659904,2070-12-10,SN_16059,Snake's Canyon,Chlorine Total,0.15,mg/L
602130,2070-12-10,SN_16059,Snake's Canyon,E. coli,0,Orgs/100mL
696610,2070-12-10,SN_16059,Snake's Canyon,Turbidity,0.2,NTU
656032,2070-12-10,TA_13119,Tarnstead,THM,0.11,mg/L
666496,2070-12-10,TA_13119,Tarnstead,E. coli,0,Orgs/100mL
604121,2070-12-10,TA_13119,Tarnstead,Chlorine Total,0.24,mg/L
659366,2070-12-10,TA_13119,Tarnstead,Turbidity,0.2,NTU
645241,2070-12-10,SW_14500,Swadlincote,Turbidity,0.2,NTU
633217,2070-12-10,SW_14500,Swadlincote,E. coli,0,Orgs/100mL
654662,2070-12-10,SW_14500,Swadlincote,Chlorine Total,0.72,mg/L
663435,2070-12-10,WA_17036,Wakefield,Turbidity,0.2,NTU
687860,2070-12-10,WA_17036,Wakefield,Chlorine Total,0.92,mg/L
697171,2070-12-10,WA_17036,Wakefield,E. coli,0,Orgs/100mL
677255,2070-12-10,WA_17036,Wakefield,THM,0.081,mg/L
622429,2070-12-10,WA_19229,Wakefield,E. coli,0,Orgs/100mL
694663,2070-12-10,WA_19229,Wakefield,Chlorine Total,1.14,mg/L
692029,2070-12-12,BL_19383,Blancathey,Turbidity,0.1,NTU
600592,2070-12-12,BL_19383,Blancathey,Chlorine Total,1.17,mg/L
687829,2070-12-12,BL_19383,Blancathey,E. coli,0,Orgs/100mL
674322,2070-12-12,BL_19383,Blancathey,THM,0.077,mg/L
623674,2070-12-17,SN_11009,Snake's Canyon,E. coli,0,Orgs/100mL
666720,2070-12-17,SN_11009,Snake's Canyon,Turbidity,0.2,NTU
664618,2070-12-17,SN_11009,Snake's Canyon,Chlorine Total,0.55,mg/L
683987,2070-12-17,SN_11009,Snake's Canyon,THM,0.11,mg/L
602790,2070-12-17,SW_10228,Swadlincote,Chlorine Total,0.71,mg/L
655196,2070-12-17,SW_10228,Swadlincote,E. coli,0,Orgs/100mL
652668,2070-12-17,SW_10228,Swadlincote,Turbidity,0.2,NTU
683103,2070-12-17,ME_15385,Merton,Chlorine Total,0.38,mg/L
603792,2070-12-17,ME_15385,Merton,E. coli,0,Orgs/100mL
640446,2070-12-17,ME_15385,Merton,Turbidity,0.2,NTU
697608,2070-12-17,WA_15863,Wakefield,E. coli,0,Orgs/100mL
680743,2070-12-17,WA_15863,Wakefield,Turbidity,0.1,NTU
699061,2070-12-17,WA_15863,Wakefield,Chlorine Total,0.54,mg/L
656186,2070-12-17,SO_15923,Southwold,E. coli,0,Orgs/100mL
637271,2070-12-17,SO_15923,Southwold,Chlorine Total,0.2,mg/L
691395,2070-12-17,SO_15923,Southwold,THM,0.13,mg/L
696622,2070-12-17,SO_15923,Southwold,Turbidity,0.2,NTU
640321,2070-12-17,TA_18370,Tarnstead,Chlorine Total,0.39,mg/L
685763,2070-12-17,TA_18370,Tarnstead,E. coli,0,Orgs/100mL
630276,2070-12-17,TA_18370,Tarnstead,Turbidity,0.1,NTU
669171,2070-12-19,BL_11246,Blancathey,Turbidity,0.1,NTU
642447,2070-12-19,BL_11246,Blancathey,E. coli,0,Orgs/100mL
625077,2070-12-19,BL_11246,Blancathey,Chlorine Total,0.55,mg/L
684319,2070-12-24,ME_14915,Merton,Turbidity,0.3,NTU
660877,2070-12-24,ME_14915,Merton,Chlorine Total,1.62,mg/L
644960,2070-12-24,ME_14915,Merton,E. coli,0,Orgs/100mL
610287,2070-12-24,SW_14500,Swadlincote,E. coli,0,Orgs/100mL
661273,2070-12-24,SW_14500,Swadlincote,Chlorine Total,0.83,mg/L
666703,2070-12-24,SW_14500,Swadlincote,Turbidity,0.3,NTU
665445,2070-12-24,SN_12633,Snake's Canyon,E. coli,0,Orgs/100mL
602802,2070-12-24,SN_12633,Snake's Canyon,Turbidity,0.3,NTU
636810,2070-12-24,SN_12633,Snake's Canyon,Chlorine Total,0.79,mg/L
676178,2070-12-24,TA_13630,Tarnstead,Chlorine Total,0.46,mg/L
684242,2070-12-24,TA_13630,Tarnstead,E. coli,0,Orgs/100mL
658667,2070-12-24,TA_13630,Tarnstead,Turbidity,0.2,NTU
699420,2070-12-24,SO_17522,Southwold,E. coli,0,Orgs/100mL
694596,2070-12-24,SO_17522,Southwold,Turbidity,0.3,NTU
678131,2070-12-24,SO_17522,Southwold,Chlorine Total,1.02,mg/L
683702,2070-12-24,WA_16258,Wakefield,Chlorine Total,0.89,mg/L
675310,2070-12-24,WA_16258,Wakefield,Turbidity,0.3,NTU
632853,2070-12-24,WA_16258,Wakefield,E. coli,0,Orgs/100mL
609044,2070-12-28,BL_11064,Blancathey,Turbidity,0.1,NTU
668728,2070-12-28,BL_11064,Blancathey,Chlorine Total,1.65,mg/L
623667,2070-12-28,BL_11064,Blancathey,E. coli,0,Orgs/100mL
643940,2070-12-31,ME_12236,Merton,Turbidity,0.2,NTU
675976,2070-12-31,ME_12236,Merton,E. coli,0,Orgs/100mL
614054,2070-12-31,ME_12236,Merton,Chlorine Total,0.51,mg/L
610241,2070-12-31,SN_10238,Snake's Canyon,E. coli,0,Orgs/100mL
635390,2070-12-31,SN_10238,Snake's Canyon,Chlorine Total,0.48,mg/L
662087,2070-12-31,SN_10238,Snake's Canyon,Turbidity,0.1,NTU
604449,2070-12-31,SO_12771,Southwold,E. coli,0,Orgs/100mL
652663,2070-12-31,SO_12771,Southwold,Chlorine Total,0.74,mg/L
642406,2070-12-31,SO_12771,Southwold,Turbidity,0.1,NTU
661499,2070-12-31,WA_11938,Wakefield,Turbidity,0.1,NTU
605408,2070-12-31,WA_11938,Wakefield,E. coli,0,Orgs/100mL
657490,2070-12-31,WA_11938,Wakefield,Chlorine Total,0.75,mg/L
675965,2070-12-31,SW_15551,Swadlincote,Turbidity,0.2,NTU
697218,2070-12-31,SW_15551,Swadlincote,E. coli,0,Orgs/100mL
619334,2070-12-31,SW_15551,Swadlincote,Chlorine Total,0.58,mg/L
655458,2070-12-31,TA_16957,Tarnstead,Turbidity,0.2,NTU
635141,2070-12-31,TA_16957,Tarnstead,E. coli,0,Orgs/100mL
621330,2070-12-31,TA_16957,Tarnstead,Chlorine Total,0.24,mg/L
